word,prior,expected_guesses
dashi,0.0,2.7501
dashy,0.0,2.7377
datal,0.0,2.7142
dated,0.003896,2.7507
dater,0.954319,2.5875
dates,0.0,2.6184
datil,0.0,2.6218
datos,0.0,2.6584
datto,0.0,2.7589
datum,0.916618,2.6843
daube,0.0,2.6854
daubs,0.0,2.7164
dauby,0.0,2.7499
dauds,0.0,2.8232
dault,0.0,2.6302
daunt,0.965585,2.6228
daurs,0.0,2.6726
dauts,0.0,2.669
daven,0.0,2.6878
davit,0.0,2.7038
dawah,0.0,2.8589
dawds,0.0,2.893
dawed,0.0,2.8183
dawen,0.0,2.6796
dawgs,0.0,2.8029
dawks,0.0,2.819
dawns,0.0,2.705
dawts,0.0,2.7372
dayal,0.0,2.7554
dayan,0.0,2.7665
daych,0.0,2.7362
daynt,0.0,2.6721
dazed,0.003896,2.9031
dazer,0.0,2.7138
dazes,0.0,2.7688
dbags,0.0,2.7914
deads,0.0,2.7739
deair,0.0,2.597
deals,0.0,2.6091
dealt,1.0,2.5722
deans,0.0,2.6168
deare,0.0,2.6247
dearn,0.0,2.5873
dears,0.0,2.6047
deary,0.0,2.6344
deash,0.0,2.6574
death,1.0,2.6387
deave,0.0,2.7453
deaws,0.0,2.7172
deawy,0.0,2.7447
debag,0.0,2.7337
debar,0.685589,2.6423
debby,0.0,2.9091
debel,0.0,2.7127
debes,0.0,2.7623
debit,1.0,2.6521
debts,0.0,2.6874
debud,0.0,2.8615
debug,0.943035,2.7546
debur,0.0,2.6841
debus,0.0,2.7488
debut,1.0,2.6905
debye,0.0,2.8053
decad,0.0,2.7877
decaf,0.992041,2.7167
decal,0.995942,2.629
decan,0.0,2.653
decay,1.0,2.718
decim,0.0,2.7226
decko,0.0,2.7699
decks,0.0,2.7491
decor,1.0,2.6215
decos,0.0,2.7121
decoy,1.0,2.7085
decry,1.0,2.6745
decyl,0.0,2.7384
dedal,0.0,2.7478
deeds,0.0,2.8985
deedy,0.0,2.9076
deely,0.0,2.7393
deems,0.0,2.7783
deens,0.0,2.7292
deeps,0.0,2.7596
deere,0.0,2.7816
deers,0.0,2.7011
deets,0.0,2.7142
deeve,0.0,2.9131
deevs,0.0,2.8232
defat,0.0,2.6794
defer,1.0,2.7383
deffo,0.0,2.9157
defis,0.0,2.7388
defog,0.057262,2.747
degas,0.0,2.7001
degum,0.0,2.7652
degus,0.0,2.7447
deice,0.0,2.6767
deids,0.0,2.7883
deify,0.93971,2.7414
deign,0.993408,2.6556
deils,0.0,2.6385
deink,0.0,2.6941
deism,0.0,2.6749
deist,0.835053,2.5941
deity,1.0,2.6653
deked,0.0,2.9162
dekes,0.0,2.7969
dekko,0.0,2.9231
delay,1.0,2.6566
deled,0.0,2.8049
deles,0.0,2.6948
delfs,0.0,2.741
delft,0.0,2.6949
delis,0.0,2.6438
della,0.0,2.7411
dells,0.0,2.7706
delly,0.0,2.7923
delos,0.0,2.67
delph,0.0,2.7197
delta,1.0,2.6153
delts,0.0,2.6387
delve,1.0,2.773
deman,0.0,2.6668
demes,0.0,2.7534
demic,0.0,2.7369
demit,0.0,2.6551
demob,0.0,2.7629
demoi,0.0,2.7365
demon,1.0,2.6748
demos,0.0,2.7037
demot,0.0,2.6675
dempt,0.0,2.7152
demur,0.986718,2.6602
denar,0.0,2.5904
denay,0.0,2.6659
dench,0.0,2.7171
denes,0.0,2.7055
denet,0.0,2.6595
denim,1.0,2.6669
denis,0.0,2.6547
dense,1.0,2.6928
dente,0.0,2.6767
dents,0.0,2.6347
deoch,0.0,2.6989
deoxy,0.0,2.8427
depot,1.0,2.6434
depth,1.0,2.6775
derat,0.0,2.5695
deray,0.0,2.6374
derby,1.0,2.692
dered,0.0,2.7817
deres,0.0,2.6707
derig,0.0,2.6599
derma,0.0,2.6478
derms,0.0,2.6865
derns,0.0,2.6527
derny,0.0,2.6644
deros,0.0,2.6414
derpy,0.0,2.6896
derro,0.0,2.7092
derry,0.0,2.7594
derth,0.0,2.6455
dervs,0.0,2.728
desex,0.0,2.8434
deshi,0.0,2.7399
desis,0.0,2.7941
desks,0.0,2.8658
desse,0.0,2.8087
detag,0.0,2.6776
deter,1.0,2.6717
detox,1.0,2.7901
deuce,1.0,2.7279
devas,0.0,2.7388
devel,0.0,2.7579
devil,1.0,2.7168
devis,0.0,2.7478
devon,0.0,2.7338
devos,0.0,2.7648
devot,0.0,2.715
dewan,0.0,2.7024
dewar,0.0,2.6634
dewax,0.0,2.86
dewed,0.0,2.9019
dexes,0.0,2.8552
dexie,0.0,2.82
dexys,0.0,2.8964
dhaba,0.0,2.8603
dhaks,0.0,2.7691
dhals,0.0,2.6945
dhikr,0.0,2.7351
dhobi,0.0,2.7953
dhole,0.0,2.6553
dholl,0.0,2.7981
dhols,0.0,2.7153
dhoni,0.0,2.7124
dhoti,0.0,2.7122
dhows,0.0,2.7896
dhuti,0.0,2.7397
diact,0.0,2.6305
dials,0.0,2.6198
diana,0.0,2.735
diane,0.0,2.6003
diary,1.0,2.6583
diazo,0.0,2.8299
dibbs,0.0,2.908
diced,0.003896,2.778
dicer,0.638004,2.6108
dices,0.0,2.6606
dicey,1.0,2.6828
dicht,0.0,2.7122
dicks,0.0,2.784
dicky,0.0,2.7979
dicot,0.0,2.6613
dicta,0.0,2.6877
dicto,0.0,2.6925
dicts,0.0,2.7033
dictu,0.0,2.7337
dicty,0.0,2.7199
diddy,0.0,3.0048000000000004
didie,0.0,2.8755
didis,0.0,2.9518
didos,0.0,2.8179
didst,0.0,2.7695
diebs,0.0,2.7316
diels,0.0,2.6547
diene,0.0,2.6707
diets,0.0,2.6471
diffs,0.0,2.9261
dight,0.0,2.7412
digit,1.0,2.7917
dikas,0.0,2.7588
diked,0.003896,2.8481
diker,0.0,2.6857
dikes,0.0,2.7238
dikey,0.0,2.753
dildo,0.0,2.8023
dilli,0.0,2.9169
dills,0.0,2.7463
dilly,0.829263,2.7837
dimbo,0.0,2.7786
dimer,0.0,2.6394
dimes,0.0,2.669
dimly,1.0,2.6856
dimps,0.0,2.7635
dinar,0.0,2.6201
dined,0.003896,2.7774
diner,1.0,2.5864
dines,0.0,2.6342
dinge,0.0,2.6488
dingo,0.924991,2.6858
dings,0.0,2.6698
dingy,1.0,2.7006
dinic,0.0,2.8217
dinks,0.0,2.7456
dinky,0.986963,2.7391
dinlo,0.0,2.6605
dinna,0.0,2.7923
dinos,0.0,2.6657
dints,0.0,2.6642
dioch,0.0,2.6948
diode,0.990322,2.7712
diols,0.0,2.6641
diota,0.0,2.6546
dippy,0.964463,2.8348
dipso,0.0,2.7032
diram,0.0,2.672
direr,0.0,2.6928
dirge,1.0,2.6119
dirke,0.0,2.6571
dirks,0.0,2.7371
dirls,0.0,2.6809
dirts,0.0,2.6521
dirty,1.0,2.6568
disas,0.0,2.8084
disci,0.0,2.8538
disco,1.0,2.6789
discs,0.0,2.7967
dishy,0.987907,2.7467
disks,0.0,2.839
disme,0.0,2.6699
dital,0.0,2.6406
ditas,0.0,2.6613
ditch,1.0,2.667
dited,0.0,2.7281
dites,0.0,2.622
ditsy,0.989831,2.6637
ditto,1.0,2.7551
ditts,0.0,2.7724
ditty,1.0,2.7831
ditzy,0.987084,2.8038
divan,0.981668,2.7426
divas,0.0,2.755
dived,0.003896,2.8676
diver,1.0,2.6855
dives,0.0,2.7327
divey,0.0,2.7594
divis,0.0,2.9032
divna,0.0,2.7454
divos,0.0,2.7686
divot,0.978345,2.7097
divvy,0.999702,2.9262
diwan,0.0,2.7331
dixie,0.0,2.8822
dixit,0.0,2.9036
diyas,0.0,2.7314
dizen,0.0,2.7547
dizzy,1.0,2.9763
djinn,0.0,2.944
djins,0.0,2.8365
doabs,0.0,2.7268
doats,0.0,2.6498
dobby,0.0,2.8929
dobes,0.0,2.699
dobie,0.0,2.6634
dobla,0.0,2.6944
doble,0.0,2.6424
dobra,0.0,2.6819
dobro,0.0,2.7661
docht,0.0,2.7123
docks,0.0,2.7333
docos,0.0,2.8097
docus,0.0,2.7268
doddy,0.0,2.9902
dodge,1.0,2.7946
dodgy,1.0,2.8557
dodos,0.0,2.8988
doeks,0.0,2.7456
doers,0.0,2.6283
doest,0.0,2.626
doeth,0.0,2.6783
doffs,0.0,2.8636
dogal,0.0,2.6799
dogan,0.0,2.6835
doges,0.0,2.6931
dogey,0.0,2.704
doggo,0.0,2.9547
doggy,1.0,2.8616
dogie,0.0,2.6621
dogly,0.0,2.7047
dogma,1.0,2.7255
dohyo,0.0,2.8733
doilt,0.0,2.6198
doily,0.957478,2.6516
doing,1.0,2.6772
doits,0.0,2.6509
dojos,0.0,2.9429
dolce,0.0,2.6242
dolci,0.0,2.6969
doled,0.003896,2.7468
dolee,0.0,2.6637
doles,0.0,2.6227
doley,0.0,2.6552
dolia,0.0,2.6588
dolie,0.0,2.6136
dolls,0.0,2.747
dolly,0.993783,2.782
dolma,0.0,2.6946
dolor,0.0,2.7267
dolos,0.0,2.7729
dolts,0.0,2.6249
domal,0.0,2.6755
domed,1.0,2.799
domes,0.0,2.6699
domic,0.0,2.7319
donah,0.0,2.6793
donas,0.0,2.6655
donee,0.0,2.6667
doner,0.0,2.6015
donga,0.0,2.7021
dongs,0.0,2.7155
donko,0.0,2.8243
donna,0.0,2.7872
donne,0.0,2.7325
donny,0.0,2.7937
donor,1.0,2.7167
donsy,0.0,2.6754
donut,1.0,2.6351
doobs,0.0,2.8316
dooce,0.0,2.7325
doody,0.0,2.9252
doofs,0.0,2.8508
dooks,0.0,2.845
dooky,0.0,2.8558
doole,0.0,2.698
dools,0.0,2.7638
dooly,0.0,2.7624
dooms,0.0,2.7759
doomy,0.0,2.8133
doona,0.0,2.7569
doorn,0.0,2.7165
doors,0.0,2.7404
doozy,1.0,2.9322
dopas,0.0,2.7067
doped,0.003896,2.7771
doper,0.924991,2.6081
dopes,0.0,2.6457
dopey,1.0,2.682
doppe,0.0,2.7915
dorad,0.0,2.7476
dorba,0.0,2.6909
dorbs,0.0,2.7173
doree,0.0,2.6369
dores,0.0,2.6149
doric,0.0,2.6608
doris,0.0,2.6556
dorje,0.0,2.7203
dorks,0.0,2.6951
dorky,0.999033,2.7181
dorms,0.0,2.6644
dormy,0.0,2.6883
dorps,0.0,2.6837
dorrs,0.0,2.7532
dorsa,0.0,2.6467
dorse,0.0,2.5894
dorts,0.0,2.6493
dorty,0.0,2.656
dosai,0.0,2.7129
dosas,0.0,2.8027
dosed,0.003896,2.7784
doseh,0.0,2.6792
doser,0.0,2.6171
doses,0.0,2.7749
dosha,0.0,2.7337
dotal,0.0,2.6362
doted,0.003896,2.7735
doter,0.0,2.5926
dotes,0.0,2.6213
dotty,0.992125,2.7886
douar,0.0,2.65
doubt,1.0,2.679
douce,0.0,2.6607
doucs,0.0,2.7068
dough,1.0,2.7264
douks,0.0,2.7662
doula,0.985695,2.6641
douma,0.0,2.7404
doums,0.0,2.7323
doups,0.0,2.7188
doura,0.0,2.6677
douse,1.0,2.6528
douts,0.0,2.6779
doved,0.0,2.8452
doven,0.0,2.7049
dover,0.0,2.6773
doves,0.0,2.7318
dovie,0.0,2.7065
dowak,0.0,2.8143
dowar,0.0,2.6935
dowds,0.0,2.9013
dowdy,1.0,2.9116
dowed,0.0,2.8284
dowel,0.944585,2.6776
dower,0.0,2.6655
dowfs,0.0,2.842
dowie,0.0,2.7083
dowle,0.0,2.6818
dowls,0.0,2.7516
dowly,0.0,2.7496
downa,0.0,2.7429
downs,0.0,2.6969
downy,0.992783,2.7347
dowps,0.0,2.7948
dowry,0.999528,2.733
dowse,0.663523,2.6978
dowts,0.0,2.7469
doxed,0.0,2.8991
doxes,0.0,2.7846
doxie,0.0,2.7626
doyen,0.0,2.6775
doyly,0.0,2.8336
dozed,0.003896,2.9041
dozen,1.0,2.7502
dozer,0.76271,2.7467
dozes,0.0,2.7803
drabs,0.0,2.6633
drack,0.0,2.6984
draco,0.0,2.6401
draff,0.0,2.8538
draft,1.0,2.6375
drags,0.0,2.6506
drail,0.0,2.6218
drain,1.0,2.601
drake,0.877061,2.6408
drama,1.0,2.7564
drams,0.0,2.6522
drank,1.0,2.6606
drant,0.0,2.606
drape,1.0,2.5915
draps,0.0,2.6828
drapy,0.0,2.6768
drats,0.0,2.6041
drave,0.0,2.6469
drawl,1.0,2.6942
drawn,1.0,2.6794
draws,0.0,2.6965
drays,0.0,2.7045
dread,1.0,2.7712
dream,1.0,2.6496
drear,0.0,2.6931
dreck,0.969303,2.696
dreed,0.0,2.7901
dreer,0.0,2.7633
drees,0.0,2.6803
dregs,0.0,2.6721
dreks,0.0,2.7225
drent,0.0,2.6137
drere,0.0,2.7566
dress,1.0,2.7761
drest,0.0,2.6102
dreys,0.0,2.721
dribs,0.0,2.6644
drice,0.0,2.5921
dried,1.0,2.7274
drier,1.0,2.6925
dries,0.0,2.605
drift,1.0,2.6576
drill,1.0,2.7514
drily,0.0,2.6783
drink,1.0,2.6763
drips,0.0,2.6394
dript,0.0,2.644
drive,1.0,2.6666
drock,0.0,2.716
droid,0.952006,2.7642
droil,0.0,2.6377
droit,0.952006,2.5924
droke,0.0,2.6585
drole,0.0,2.5958
droll,1.0,2.7362
drome,0.0,2.6228
drone,1.0,2.58
drony,0.0,2.6538
droob,0.0,2.7751
droog,0.0,2.7686
drook,0.0,2.799
drool,1.0,2.7248
droop,1.0,2.7282
drops,0.0,2.6438
dropt,0.0,2.6501
dross,0.986841,2.7638
drouk,0.0,2.7251
drove,1.0,2.683
drown,1.0,2.6813
drows,0.0,2.7435
drubs,0.0,2.6919
drugs,0.0,2.6886
druid,0.933041,2.7937
drums,0.0,2.6822
drunk,1.0,2.7
drupe,0.0,2.643
druse,0.0,2.6219
drusy,0.0,2.6972
druxy,0.0,2.8508
dryad,0.0,2.8065
dryas,0.0,2.7038
dryer,1.0,2.7675
dryly,1.0,2.8357
dsobo,0.0,2.877
dsomo,0.0,2.8529
duads,0.0,2.8232
duals,0.0,2.6673
duans,0.0,2.6762
duars,0.0,2.6758
dubbo,0.0,2.9082
dubby,0.0,2.9282
ducal,0.0,2.689
ducat,0.663523,2.6542
duces,0.0,2.6964
duchy,0.953185,2.7791
ducks,0.0,2.7629
ducky,0.946784,2.7905
ducti,0.0,2.7363
ducts,0.0,2.6907
duddy,0.0,3.0333
duded,0.0,2.9536
dudes,0.0,2.8061
duels,0.0,2.6725
duets,0.0,2.6687
duett,0.0,2.7612
duffs,0.0,2.9528
dufus,0.0,2.9397
duing,0.0,2.7099
duits,0.0,2.6657
dukas,0.0,2.7787
duked,0.003896,2.8729
dukes,0.0,2.7383
dukka,0.0,2.9425
dukun,0.0,2.9197
dulce,0.0,2.6496
dules,0.0,2.6558
dulia,0.0,2.6948
dulls,0.0,2.7805
dully,0.986468,2.8257
dulse,0.0,2.6381
dumas,0.0,2.7369
dumbo,0.0,2.7989
dumbs,0.0,2.8191
dumka,0.0,2.8111
dumky,0.0,2.8382
dummy,1.0,2.8902
dumps,0.0,2.7348
dumpy,0.992863,2.7498
dunam,0.0,2.7199
dunce,0.984025,2.6277
dunch,0.0,2.7357
dunes,0.0,2.652
dungs,0.0,2.7473
dungy,0.0,2.7441
dunks,0.0,2.7372
dunno,0.0,2.8123
dunny,0.0,2.8422
dunsh,0.0,2.7171
dunts,0.0,2.6991
duomi,0.0,2.7551
duomo,0.0,2.8238
duped,0.003896,2.8248
duper,0.0,2.6536
dupes,0.0,2.6831
duple,0.0,2.6559
duply,0.0,2.7317
duppy,0.0,2.8936
dural,0.0,2.6621
duras,0.0,2.6797
dured,0.0,2.7482
dures,0.0,2.6357
durgy,0.0,2.7377
durns,0.0,2.6949
duroc,0.0,2.6842
duros,0.0,2.6823
duroy,0.0,2.6835
durra,0.0,2.7715
durrs,0.0,2.7936
durry,0.0,2.7967
durst,0.0,2.6404
durum,0.0,2.8668
durzi,0.0,2.8462
dusks,0.0,2.8805
dusky,1.0,2.7762
dusts,0.0,2.8132
dusty,1.0,2.7011
dutch,0.891137,2.7059
duvet,1.0,2.7361
duxes,0.0,2.8145
dwaal,0.0,2.8053
dwale,0.0,2.6583
dwalm,0.0,2.7598
dwams,0.0,2.8039
dwamy,0.0,2.8008
dwang,0.0,2.7724
dwarf,1.0,2.763
dwaum,0.0,2.8241
dweeb,0.943035,2.8356
dwell,1.0,2.8313
dwelt,0.995244,2.7013
dwile,0.0,2.6726
dwine,0.0,2.6788
dyads,0.0,2.8279
dyers,0.0,2.6808
dying,1.0,2.7148
dyked,0.0,2.9275
dykes,0.0,2.801
dykey,0.0,2.9421
dykon,0.0,2.7866
dynel,0.0,2.6819
dynes,0.0,2.7142
dynos,0.0,2.7316
dzhos,0.0,2.9048
eager,1.0,2.7298
eagle,1.0,2.7119
eagly,0.0,2.653
eagre,0.0,2.668
ealed,0.0,2.6723
eales,0.0,2.6748
eaned,0.0,2.6839
eards,0.0,2.6407
eared,0.003896,2.6933
earls,0.0,2.6133
early,1.0,2.6404
earns,0.0,2.614
earnt,0.0,2.5736
earst,0.0,2.5556
earth,1.0,2.6237
eased,0.003896,2.7297
easel,1.0,2.6903
easer,0.0,2.6591
eases,0.0,2.865
easle,0.0,2.657
easts,0.0,2.7284
eaten,1.0,2.7003
eater,1.0,2.6785
eathe,0.0,2.6936
eatin,0.0,2.5945
eaved,0.0,2.7825
eaver,0.0,2.7327
eaves,0.0,2.8169
ebank,0.0,2.7504
ebbed,0.003896,2.9298
ebbet,0.0,2.8937
ebena,0.0,2.8052
ebene,0.0,2.8899
ebike,0.0,2.8257
ebons,0.0,2.7025
ebony,1.0,2.7245
ebook,0.911774,2.8961
ecads,0.0,2.7172
ecard,0.0,2.6452
ecash,0.0,2.6578
eched,0.0,2.8145
eches,0.0,2.8099
echos,0.0,2.7375
ecigs,0.0,2.7391
eclat,0.927457,2.6401
ecole,0.0,2.717
ecrus,0.0,2.6948
edema,0.982966,2.8159
edged,0.003896,2.9296
edger,0.773749,2.7563
edges,0.0,2.7869
edict,1.0,2.6561
edify,0.947486,2.7919
edile,0.0,2.7038
edits,0.0,2.6741
educe,0.031973,2.7627
educt,0.0,2.7214
eejit,0.0,2.842
eensy,0.0,2.7447
eerie,1.0,2.8284
eeven,0.0,2.9115
eever,0.0,2.8913
eevns,0.0,2.8271
effed,0.0,2.9794
effer,0.0,2.9359
efits,0.0,2.705
egads,0.0,2.7478
egers,0.0,2.7837
egest,0.0,2.7514
eggar,0.0,2.812
egged,0.003896,2.937
egger,0.0,2.8963
egmas,0.0,2.7548
egret,0.97575,2.7166
ehing,0.0,2.7188
eider,0.840468,2.6978
eidos,0.0,2.6861
eight,1.0,2.7032
eigne,0.0,2.7145
eiked,0.0,2.806
eikon,0.0,2.7042
eilds,0.0,2.6849
eiron,0.0,2.6124
eisel,0.0,2.6813
eject,1.0,2.881
ejido,0.0,2.855
ekdam,0.0,2.8143
eking,1.0,2.7697
ekkas,0.0,2.9111
elain,0.0,2.6017
eland,0.0,2.6351
elans,0.0,2.6146
elate,0.809197,2.657
elbow,1.0,2.7479
elchi,0.0,2.7284
elder,1.0,2.7014
eldin,0.0,2.6631
elect,1.0,2.7116
eleet,0.0,2.7843
elegy,1.0,2.7899
elemi,0.0,2.791
elfed,0.0,2.7788
elfin,1.0,2.6998
eliad,0.0,2.6385
elide,0.975045,2.7209
elint,0.0,2.5931
elite,1.0,2.661
elmen,0.0,2.7473
eloge,0.0,2.7273
elogy,0.0,2.6783
eloin,0.0,2.6133
elope,0.97575,2.7046
elops,0.0,2.6617
elpee,0.0,2.8241
elsin,0.0,2.625
elude,1.0,2.7321
elute,0.0,2.689
elvan,0.0,2.7046
elven,0.0,2.7793
elver,0.0,2.7653
elves,0.0,2.8047
emacs,0.0,2.6836
email,1.0,2.6586
embar,0.0,2.6984
embay,0.0,2.7501
embed,1.0,2.8028
ember,1.0,2.7719
embog,0.0,2.8066
embow,0.0,2.8591
embox,0.0,2.903
embus,0.0,2.8018
emcee,0.983275,2.8921
emeer,0.0,2.8561
emend,0.0,2.8123
emerg,0.0,2.8051
emery,0.923702,2.7977
emeus,0.0,2.8248
emics,0.0,2.7079
emirs,0.0,2.6781
emits,0.0,2.6758
emmas,0.0,2.8474
emmer,0.0,2.8847
emmet,0.0,2.8809
emmew,0.0,3.0072
emmys,0.0,2.9321
emoji,1.0,2.8795
emong,0.0,2.731
emote,0.989831,2.7419
emove,0.0,2.8464
empts,0.0,2.7461
empty,1.0,2.734
emule,0.0,2.7505
emure,0.0,2.7299
emyde,0.0,2.8489
emyds,0.0,2.8385
enact,1.0,2.6185
enarm,0.0,2.6555
enate,0.0,2.6629
ended,0.003896,2.8821
ender,0.0,2.7105
endew,0.0,2.8203
endow,1.0,2.7516
endue,0.0,2.7501
enema,0.965585,2.7986
enemy,1.0,2.8257
enews,0.0,2.8478
enfix,0.0,2.8749
eniac,0.0,2.6558
enjoy,1.0,2.8614
enlit,0.0,2.6086
enmew,0.0,2.8558
ennog,0.0,2.8351
ennui,1.0,2.8824
enoki,0.0,2.7254
enols,0.0,2.6449
enorm,0.0,2.6681
enows,0.0,2.7337
enrol,0.0,2.6442
ensew,0.0,2.8047
ensky,0.0,2.7649
ensue,1.0,2.7696
enter,1.0,2.7009
entia,0.0,2.63
entre,0.0,2.6623
entry,1.0,2.6686
enure,0.0,2.6957
enurn,0.0,2.791
envoi,0.0,2.7732
envoy,1.0,2.803
enzym,0.0,2.9183
eolid,0.0,2.6531
eorls,0.0,2.6371
eosin,0.0,2.6142
epact,0.0,2.6311
epees,0.0,2.8968
epena,0.0,2.7624
epene,0.0,2.8511
ephah,0.0,2.884
ephas,0.0,2.7328
ephod,0.0,2.7892
ephor,0.0,2.7117
epics,0.0,2.6932
epoch,1.0,2.7043
epode,0.0,2.7598
epopt,0.0,2.7874
epoxy,1.0,2.855
eppie,0.0,2.8648
epris,0.0,2.6678
equal,1.0,2.8706
eques,0.0,2.9085
equid,0.0,2.8802
equip,1.0,2.892
erase,1.0,2.6776
erbia,0.0,2.6638
erect,1.0,2.6958
erevs,0.0,2.7989
ergon,0.0,2.6559
ergos,0.0,2.6767
ergot,0.0,2.6402
erhus,0.0,2.7143
erica,0.0,2.6216
erick,0.0,2.6903
erics,0.0,2.6395
ering,0.0,2.6694
erned,0.0,2.6793
ernes,0.0,2.6877
erode,1.0,2.6978
erose,0.0,2.6635
erred,0.003896,2.8004
error,1.0,2.8841
erses,0.0,2.8131
eruct,0.0,2.617
erugo,0.0,2.6773
erupt,1.0,2.6465
eruvs,0.0,2.761
erven,0.0,2.7558
ervil,0.0,2.7022
escar,0.0,2.6516
escot,0.0,2.6673
esile,0.0,2.692
eskar,0.0,2.7174
esker,0.0,2.8055
esnes,0.0,2.8709
esrog,0.0,2.7147
essay,1.0,2.8647
esses,0.0,3.0602
ester,0.835053,2.7237
estoc,0.0,2.6928
estop,0.0,2.6803
estro,0.0,2.6539
etage,0.0,2.7139
etape,0.0,2.6913
etats,0.0,2.7274
etens,0.0,2.7406
ethal,0.0,2.6657
ether,1.0,2.7548
ethic,1.0,2.7404
ethne,0.0,2.7545
ethos,1.0,2.725
ethyl,0.953757,2.7554
etics,0.0,2.6647
etnas,0.0,2.6439
etrog,0.0,2.6807
ettin,0.0,2.731
ettle,0.0,2.7868
etude,0.977306,2.7551
etuis,0.0,2.665
etwee,0.0,2.9011
etyma,0.0,2.7188
eughs,0.0,2.7701
euked,0.0,2.8311
eupad,0.0,2.7184
euros,0.0,2.6863
eusol,0.0,2.6486
evade,1.0,2.8275
evegs,0.0,2.9048
evens,0.0,2.8405
event,1.0,2.8127
evert,0.031973,2.8072
every,1.0,2.8682
evets,0.0,2.836
evhoe,0.0,2.8708
evict,1.0,2.7349
evils,0.0,2.7422
evite,0.0,2.7595
evohe,0.0,2.8499
evoke,1.0,2.8833
ewers,0.0,2.8323
ewest,0.0,2.762
ewhow,0.0,2.9711
ewked,0.0,2.8956
exact,1.0,2.7791
exalt,0.994361,2.75
exams,0.0,2.8402
excel,1.0,2.8528
exeat,0.0,2.8428
execs,0.0,2.9103
exeem,0.0,3.0317
exeme,0.0,3.0217
exert,1.0,2.8567
exfil,0.0,2.8609
exier,0.0,2.8191
exies,0.0,2.8569
exile,1.0,2.8627
exine,0.0,2.8252
exing,0.0,2.8501
exist,1.0,2.7659
exite,0.0,2.8128
exits,0.0,2.8041
exode,0.0,2.8758
exome,0.0,2.8924
exons,0.0,2.7842
expat,1.0,2.7928
expel,1.0,2.8692
expos,0.0,2.8432
extol,1.0,2.7926
extra,1.0,2.7944
exude,1.0,2.9306
exuls,0.0,2.8217
exult,0.991164,2.7973
exurb,0.967006,2.8631
eyass,0.0,2.7817
eyers,0.0,2.7808
eying,0.985827,2.7445
eyots,0.0,2.6623
eyras,0.0,2.667
eyres,0.0,2.7508
eyrie,0.0,2.7426
eyrir,0.0,2.7705
ezine,0.0,2.8324
fabbo,0.0,2.9208
fabby,0.0,2.9293
fable,1.0,2.6728
faced,0.003896,2.6848
facer,0.0,2.6454
faces,0.0,2.6913
facet,1.0,2.6593
facey,0.0,2.7273
facia,0.0,2.8058
facie,0.0,2.6623
facta,0.0,2.791
facto,0.0,2.7035
facts,0.0,2.6729
facty,0.0,2.7208
faddy,0.0,2.8941
faded,0.003896,2.8275
fader,0.773749,2.6611
fades,0.0,2.6908
fadge,0.0,2.7176
fados,0.0,2.7477
faena,0.0,2.7786
faery,0.0,2.6698
faffs,0.0,3.0428
faffy,0.0,3.0594
faggy,0.0,2.905
fagin,0.0,2.7054
fagot,0.0,2.6992
faiks,0.0,2.7459
fails,0.0,2.6612
faine,0.0,2.6364
fains,0.0,2.6692
faint,1.0,2.6379
faire,0.0,2.6118
fairs,0.0,2.674
fairy,1.0,2.7044
faith,1.0,2.687
faked,0.003896,2.7593
faker,0.953757,2.7277
fakes,0.0,2.7589
fakey,0.0,2.7908
fakie,0.0,2.7333
fakir,0.809197,2.7292
falaj,0.0,2.9193
fales,0.0,2.6552
falls,0.0,2.7945
false,1.0,2.6222
falsy,0.0,2.6777
famed,1.0,2.7039
fames,0.0,2.7188
fanal,0.0,2.745
fancy,1.0,2.7071
fands,0.0,2.7518
fanes,0.0,2.672
fanga,0.0,2.8183
fango,0.0,2.7324
fangs,0.0,2.7204
fanks,0.0,2.7578
fanny,0.0,2.8264
fanon,0.0,2.8115
fanos,0.0,2.6949
fanum,0.0,2.7541
faqir,0.0,2.7995
farad,0.0,2.771
farce,1.0,2.6238
farci,0.0,2.6914
farcy,0.0,2.689
fards,0.0,2.7236
fared,0.003896,2.651
farer,0.0,2.713
fares,0.0,2.6482
farle,0.0,2.6071
farls,0.0,2.6707
farms,0.0,2.696
faros,0.0,2.6675
farro,0.0,2.7543
farse,0.0,2.6052
farts,0.0,2.6474
fasci,0.0,2.7368
fasti,0.0,2.6902
fasts,0.0,2.7981
fatal,1.0,2.7481
fated,0.003896,2.6577
fates,0.0,2.6673
fatly,0.0,2.675
fatso,0.0,2.6733
fatty,1.0,2.8134
fatwa,1.0,2.8529
fauch,0.0,2.7375
faugh,0.0,2.7732
fauld,0.0,2.7144
fault,1.0,2.6555
fauna,1.0,2.8187
fauns,0.0,2.707
faurd,0.0,2.7095
faute,0.0,2.6494
fauts,0.0,2.6774
fauve,0.0,2.7812
favas,0.0,2.8855
favel,0.0,2.7293
faver,0.0,2.7201
faves,0.0,2.7727
favor,1.0,2.7396
favus,0.0,2.8316
fawns,0.0,2.7568
fawny,0.0,2.7813
faxed,0.003896,2.8276
faxes,0.0,2.8264
fayed,0.0,2.7313
fayer,0.0,2.6892
fayne,0.0,2.6951
fayre,0.0,2.6739
fazed,0.003896,2.8212
fazes,0.0,2.8187
feals,0.0,2.6626
feard,0.0,2.6433
feare,0.0,2.6661
fears,0.0,2.6641
feart,0.0,2.5937
fease,0.0,2.7088
